Age,Gender,Education,HomeOwnership,Intent,Income,YearsExperience,LoanAmount,InterestRate,PercentIncome,CreditScore,YearsCreditHistory,PreviousLoanDefault,LoanApproved
24,female,Bachelor,MORTGAGE,MEDICAL,127031,0,6000,9.99,0.05,645,2,Yes,0
25,male,High School,RENT,VENTURE,44390,4,14500,14.54,0.33,601,2,No,1
25,male,High School,MORTGAGE,VENTURE,127063,3,4800,15.23,0.04,664,2,Yes,0
24,male,Master,RENT,PERSONAL,52547,1,14500,10.75,0.28,652,2,No,1
25,female,High School,RENT,EDUCATION,45812,4,14500,13.85,0.32,618,3,No,1
26,female,Associate,MORTGAGE,PERSONAL,127142,4,5000,8.49,0.04,632,3,Yes,0
26,female,Bachelor,OWN,VENTURE,126829,8,10000,15.65,0.08,708,4,Yes,0
23,male,Master,RENT,PERSONAL,55164,0,14500,10.36,0.26,597,4,No,1
24,female,Bachelor,MORTGAGE,MEDICAL,127155,0,9850,9.63,0.08,671,2,Yes,0
24,female,High School,MORTGAGE,EDUCATION,126972,0,25000,10.74,0.2,568,3,Yes,0
25,male,Bachelor,RENT,PERSONAL,55182,4,14500,13.16,0.26,651,2,No,1
23,male,Associate,RENT,PERSONAL,55587,0,14500,11.01,0.26,654,3,No,1
22,male,High School,MORTGAGE,VENTURE,126658,0,15000,15.95,0.12,647,3,Yes,0
24,male,Master,RENT,VENTURE,55778,5,14500,11.01,0.26,658,3,No,1
24,male,Associate,RENT,EDUCATION,66996,1,14500,6.62,0.22,635,2,No,0
24,male,High School,RENT,EDUCATION,60382,5,14500,11.49,0.24,560,3,No,1
23,male,High School,MORTGAGE,EDUCATION,126788,0,15000,16.82,0.12,644,4,No,0
22,male,Master,RENT,HOMEIMPROVEMENT,63436,0,14500,13.16,0.23,612,2,No,1
23,female,Master,MORTGAGE,VENTURE,127148,3,10000,11.01,0.08,667,3,No,0
26,female,Master,RENT,VENTURE,71750,5,14500,11.97,0.2,691,2,No,1
22,male,Bachelor,MORTGAGE,PERSONAL,126836,2,6000,14.22,0.05,654,3,Yes,0
23,male,Bachelor,MORTGAGE,VENTURE,127186,0,12000,11.36,0.09,690,2,Yes,0
24,female,Associate,MORTGAGE,HOMEIMPROVEMENT,127132,0,10000,7.51,0.08,643,3,No,0
22,female,Master,MORTGAGE,PERSONAL,127015,4,16000,12.73,0.13,682,4,Yes,0
23,male,Associate,MORTGAGE,DEBTCONSOLIDATION,126727,1,12000,10.25,0.09,600,3,Yes,0
25,male,Master,MORTGAGE,DEBTCONSOLIDATION,127142,4,12000,13.48,0.09,686,3,No,0
24,female,Bachelor,MORTGAGE,VENTURE,126986,2,18000,8.94,0.14,627,3,No,0
23,male,Master,MORTGAGE,MEDICAL,126988,1,20000,11.48,0.16,682,2,No,0
22,male,Bachelor,MORTGAGE,EDUCATION,127280,0,7500,11.01,0.06,598,2,Yes,0
26,female,Doctorate,MORTGAGE,MEDICAL,126774,7,15000,8.94,0.12,619,4,Yes,0
26,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,112660,2,25000,16.0,0.22,687,2,No,1
26,male,Bachelor,RENT,PERSONAL,121009,4,14500,8.94,0.12,635,3,Yes,0
22,male,Bachelor,MORTGAGE,MEDICAL,127330,0,12800,11.83,0.1,547,2,Yes,0
25,male,Bachelor,MORTGAGE,EDUCATION,126984,2,5000,11.48,0.04,608,2,Yes,0
25,male,Associate,RENT,EDUCATION,195394,3,14500,7.9,0.07,571,4,Yes,0
26,female,High School,MORTGAGE,VENTURE,127165,3,20000,11.01,0.16,558,4,Yes,0
26,male,Bachelor,OWN,PERSONAL,36851,4,12000,11.36,0.33,564,3,Yes,0
25,female,High School,MORTGAGE,VENTURE,127042,3,12000,12.84,0.09,625,2,No,0
25,female,High School,MORTGAGE,PERSONAL,127167,0,15000,12.53,0.12,576,3,Yes,0
25,male,Associate,OWN,HOMEIMPROVEMENT,37013,3,11500,11.36,0.31,693,4,No,0
23,male,Bachelor,OWN,PERSONAL,36808,2,3000,12.18,0.08,625,2,No,0
26,female,High School,MORTGAGE,VENTURE,127056,5,25000,11.58,0.2,600,3,Yes,0
25,male,Bachelor,OWN,DEBTCONSOLIDATION,36969,1,10000,14.61,0.27,598,2,Yes,0
26,male,Master,MORTGAGE,DEBTCONSOLIDATION,126592,3,9500,9.32,0.08,585,3,Yes,0
26,female,Bachelor,MORTGAGE,MEDICAL,126820,6,5000,7.68,0.04,700,2,No,0
24,female,High School,RENT,VENTURE,73008,5,14525,10.99,0.2,556,4,Yes,0
22,male,Associate,OWN,EDUCATION,36753,0,2500,12.53,0.07,685,2,Yes,0
24,female,Bachelor,RENT,DEBTCONSOLIDATION,58558,0,14550,9.62,0.25,701,3,No,0
25,male,Master,MORTGAGE,PERSONAL,127214,3,6500,13.87,0.05,608,4,Yes,0
24,male,Master,MORTGAGE,VENTURE,127003,1,4000,11.34,0.03,660,4,Yes,0
26,female,Associate,RENT,MEDICAL,43316,3,14575,10.65,0.34,670,3,No,1
23,male,Associate,RENT,MEDICAL,47477,2,14575,11.01,0.31,545,4,No,1
23,female,Bachelor,RENT,PERSONAL,37145,0,14600,6.03,0.39,648,4,No,1
24,male,High School,MORTGAGE,HOMEIMPROVEMENT,126532,2,28000,15.62,0.22,615,4,No,0
26,male,High School,RENT,VENTURE,72966,6,14650,12.61,0.2,585,3,Yes,0
25,female,Master,RENT,DEBTCONSOLIDATION,38285,3,14700,12.29,0.38,515,4,No,1
24,male,Bachelor,RENT,DEBTCONSOLIDATION,99509,1,14700,8.49,0.15,610,4,No,0
22,female,Bachelor,RENT,PERSONAL,29643,0,15000,12.73,0.51,689,4,No,1
24,female,Master,MORTGAGE,MEDICAL,127664,1,3500,7.66,0.03,608,4,No,0
22,male,Bachelor,MORTGAGE,PERSONAL,127871,4,8000,11.49,0.06,678,2,Yes,0
23,male,Bachelor,MORTGAGE,PERSONAL,127883,0,25000,6.99,0.2,629,4,Yes,0
22,female,Bachelor,RENT,EDUCATION,34747,0,15000,10.99,0.43,543,2,No,1
23,female,High School,MORTGAGE,DEBTCONSOLIDATION,127789,0,15000,7.51,0.12,548,3,Yes,0
24,female,High School,MORTGAGE,PERSONAL,127660,3,15000,7.49,0.12,702,3,No,0
25,female,Bachelor,MORTGAGE,MEDICAL,128013,2,25000,11.36,0.2,686,3,Yes,0
24,female,Bachelor,MORTGAGE,MEDICAL,128052,2,3000,7.51,0.02,593,3,Yes,0
23,male,Master,MORTGAGE,VENTURE,128157,3,8550,9.88,0.07,554,2,Yes,0
22,male,Associate,MORTGAGE,VENTURE,128097,3,35000,11.01,0.27,630,2,Yes,0
26,female,Master,RENT,MEDICAL,35885,4,15000,10.0,0.42,680,2,No,1
26,male,Master,MORTGAGE,MEDICAL,128434,0,5000,12.98,0.04,724,4,Yes,0
25,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,128189,7,12000,6.54,0.09,650,2,No,0
25,male,Bachelor,MORTGAGE,VENTURE,113520,6,25000,11.01,0.22,676,2,No,1
23,male,High School,MORTGAGE,EDUCATION,128121,0,10000,7.14,0.08,608,2,Yes,0
25,female,Associate,MORTGAGE,MEDICAL,96803,2,15000,11.12,0.15,639,4,No,1
26,male,Master,RENT,EDUCATION,35889,2,15000,9.62,0.42,613,4,No,1
22,female,Bachelor,RENT,DEBTCONSOLIDATION,37071,0,15000,15.27,0.4,636,2,No,1
26,male,Bachelor,OWN,EDUCATION,37001,1,7500,11.14,0.2,639,3,Yes,0
24,female,High School,MORTGAGE,DEBTCONSOLIDATION,128127,2,4575,7.51,0.04,512,2,Yes,0
26,male,Associate,RENT,DEBTCONSOLIDATION,36949,0,15000,12.84,0.41,674,3,No,1
26,male,High School,MORTGAGE,EDUCATION,128194,1,10000,15.33,0.08,591,3,Yes,0
22,female,High School,MORTGAGE,EDUCATION,128149,0,25000,18.09,0.2,636,3,Yes,0
21,female,High School,RENT,MEDICAL,38437,0,15000,6.62,0.39,638,3,No,1
25,female,Associate,MORTGAGE,EDUCATION,128582,1,20000,12.18,0.16,599,4,Yes,0
24,male,High School,MORTGAGE,EDUCATION,128907,2,11525,5.42,0.09,629,4,Yes,0
24,female,High School,MORTGAGE,PERSONAL,129051,0,16000,13.06,0.12,634,4,Yes,0
21,male,Bachelor,RENT,MEDICAL,38978,0,15000,12.61,0.38,640,4,No,1
24,male,Associate,MORTGAGE,DEBTCONSOLIDATION,128814,2,14000,7.88,0.11,625,4,Yes,0
26,female,Master,OWN,VENTURE,37082,5,5000,11.58,0.13,665,4,Yes,0
26,female,Bachelor,OWN,VENTURE,36799,3,5000,11.01,0.14,676,4,No,0
25,female,Associate,OWN,EDUCATION,129155,2,6000,15.27,0.05,593,4,Yes,0
23,male,Master,MORTGAGE,MEDICAL,129043,0,30000,9.99,0.23,655,3,No,0
23,female,Associate,MORTGAGE,EDUCATION,129387,1,24250,12.18,0.19,592,3,Yes,0
22,male,Bachelor,MORTGAGE,EDUCATION,129347,0,30000,14.91,0.23,650,3,Yes,0
25,male,High School,OWN,PERSONAL,37183,5,3000,9.63,0.08,565,2,Yes,0
25,male,High School,MORTGAGE,DEBTCONSOLIDATION,129315,4,24000,5.99,0.19,678,2,Yes,0
22,male,High School,MORTGAGE,MEDICAL,97855,0,24000,15.99,0.25,597,4,No,1
22,male,Associate,RENT,EDUCATION,39337,3,15000,9.88,0.38,670,4,No,1
21,male,Master,RENT,VENTURE,39517,0,15000,11.09,0.38,653,3,No,1
25,male,Master,MORTGAGE,HOMEIMPROVEMENT,129755,1,3000,11.01,0.02,675,2,No,0
22,male,High School,RENT,PERSONAL,39626,1,15000,13.22,0.38,682,3,No,1
22,female,Bachelor,MORTGAGE,VENTURE,129264,0,10000,7.14,0.08,661,2,No,0
25,female,Associate,MORTGAGE,MEDICAL,129716,0,1000,7.4,0.01,516,4,Yes,0
23,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,115165,4,19800,13.22,0.17,675,3,No,1
25,female,High School,MORTGAGE,MEDICAL,129242,1,7000,12.87,0.05,600,2,Yes,0
22,female,High School,MORTGAGE,MEDICAL,129354,0,17400,13.47,0.13,526,4,Yes,0
24,female,Associate,OWN,MEDICAL,36945,0,15000,15.68,0.41,642,3,No,1
23,female,Associate,MORTGAGE,HOMEIMPROVEMENT,114949,1,15000,17.03,0.13,671,2,No,1
23,female,Associate,RENT,MEDICAL,40523,0,2000,14.72,0.05,621,3,Yes,0
22,female,Associate,MORTGAGE,EDUCATION,129227,0,10000,7.29,0.08,569,3,Yes,0
24,female,Master,MORTGAGE,PERSONAL,129409,1,6000,7.4,0.05,681,2,No,0
23,male,Associate,MORTGAGE,EDUCATION,129884,0,25000,16.45,0.19,667,4,Yes,0
26,male,High School,RENT,PERSONAL,41315,3,2000,11.01,0.05,665,2,Yes,0
24,male,Associate,OWN,HOMEIMPROVEMENT,37102,2,7500,10.96,0.2,671,4,Yes,0
26,female,Associate,MORTGAGE,DEBTCONSOLIDATION,129950,4,20000,12.69,0.15,544,4,Yes,0
22,female,Bachelor,RENT,EDUCATION,41795,0,2000,8.0,0.05,663,2,Yes,0
26,male,Master,MORTGAGE,MEDICAL,130469,3,16500,8.94,0.13,590,3,Yes,0
22,female,High School,OWN,VENTURE,130827,1,8000,15.27,0.06,679,2,No,0
25,male,High School,MORTGAGE,PERSONAL,130438,0,4800,12.42,0.04,579,4,No,0
21,male,Bachelor,RENT,MEDICAL,42267,0,2000,11.71,0.05,511,3,Yes,0
24,male,High School,RENT,VENTURE,42754,2,2000,11.01,0.05,597,2,Yes,0
23,female,High School,RENT,EDUCATION,42717,0,2000,6.92,0.05,654,2,No,0
25,male,Bachelor,MORTGAGE,VENTURE,130798,3,15000,6.62,0.11,663,2,No,0
25,male,Associate,RENT,VENTURE,42784,1,2000,9.91,0.05,645,4,Yes,0
24,male,High School,RENT,EDUCATION,42549,1,2000,10.59,0.05,659,3,Yes,0
24,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,130606,3,4200,11.01,0.03,700,3,No,0
25,male,High School,MORTGAGE,HOMEIMPROVEMENT,130825,6,21000,11.71,0.16,547,4,Yes,0
26,male,High School,RENT,MEDICAL,43030,5,2000,13.99,0.05,577,2,Yes,0
24,male,Bachelor,MORTGAGE,PERSONAL,130571,3,10000,5.99,0.08,580,2,Yes,0
23,female,Bachelor,OWN,VENTURE,130506,0,35000,8.49,0.27,622,4,Yes,0
26,male,Bachelor,MORTGAGE,EDUCATION,130582,1,6000,7.49,0.05,654,4,No,0
22,male,Associate,RENT,VENTURE,42791,0,2000,12.99,0.05,642,2,Yes,0
25,male,High School,OWN,VENTURE,36744,0,5000,11.01,0.14,625,3,Yes,0
26,female,Associate,MORTGAGE,HOMEIMPROVEMENT,130733,0,18300,11.01,0.14,599,3,No,0
26,female,Master,MORTGAGE,HOMEIMPROVEMENT,130639,4,8000,5.42,0.06,683,4,Yes,0
22,male,Associate,RENT,DEBTCONSOLIDATION,43599,0,2000,8.38,0.05,638,2,Yes,0
25,female,High School,RENT,MEDICAL,43354,3,2000,8.49,0.05,590,2,Yes,0
26,male,Master,MORTGAGE,HOMEIMPROVEMENT,130520,4,7200,9.62,0.06,671,2,No,0
26,male,High School,MORTGAGE,VENTURE,116328,3,10000,20.0,0.09,577,3,No,1
26,female,High School,MORTGAGE,PERSONAL,131008,1,9000,5.79,0.07,588,2,No,0
24,male,Bachelor,MORTGAGE,EDUCATION,130797,5,9050,5.42,0.07,678,2,Yes,0
25,female,High School,MORTGAGE,HOMEIMPROVEMENT,130715,3,24250,10.75,0.19,654,2,No,0
26,male,Master,MORTGAGE,VENTURE,130995,4,9000,10.38,0.07,646,4,Yes,0
25,female,High School,MORTGAGE,VENTURE,130576,0,10000,7.88,0.08,675,3,Yes,0
24,female,Associate,MORTGAGE,EDUCATION,130690,3,9950,14.96,0.08,585,4,Yes,0
23,female,Master,MORTGAGE,DEBTCONSOLIDATION,130908,2,4500,7.14,0.03,566,3,Yes,0
26,female,Bachelor,RENT,MEDICAL,44224,6,2000,16.49,0.05,697,3,Yes,0
24,male,High School,RENT,MEDICAL,45597,0,2000,5.42,0.04,626,4,Yes,0
26,male,High School,MORTGAGE,PERSONAL,130569,4,13000,8.94,0.1,671,2,No,0
23,female,Bachelor,RENT,PERSONAL,45507,0,2000,11.14,0.04,635,4,Yes,0
26,male,Doctorate,MORTGAGE,MEDICAL,130535,4,18500,12.18,0.14,468,2,Yes,0
26,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,130748,1,10000,13.57,0.08,634,4,No,0
25,female,High School,RENT,DEBTCONSOLIDATION,45879,0,2000,6.39,0.04,646,4,Yes,0
22,male,Master,RENT,EDUCATION,46665,0,2000,11.36,0.04,715,3,Yes,0
23,male,Bachelor,MORTGAGE,EDUCATION,130461,0,14000,11.89,0.11,652,2,No,0
24,male,High School,MORTGAGE,HOMEIMPROVEMENT,130994,3,18000,12.53,0.14,611,3,Yes,0
24,female,Master,OTHER,EDUCATION,130984,4,10000,9.7,0.08,647,4,Yes,0
25,male,Bachelor,MORTGAGE,MEDICAL,130423,2,15000,10.39,0.12,536,4,Yes,0
23,female,High School,MORTGAGE,DEBTCONSOLIDATION,130781,0,14400,14.27,0.11,543,2,Yes,0
24,male,Master,RENT,MEDICAL,46519,0,2000,11.83,0.04,679,2,No,0
24,male,High School,MORTGAGE,DEBTCONSOLIDATION,130835,0,10000,8.49,0.08,613,2,Yes,0
21,male,High School,RENT,VENTURE,47116,0,2000,11.01,0.04,620,2,Yes,0
23,female,Master,RENT,VENTURE,47206,3,2000,7.66,0.04,541,3,Yes,0
22,female,Master,MORTGAGE,EDUCATION,131466,0,14400,13.48,0.11,679,3,Yes,0
23,female,Bachelor,MORTGAGE,MEDICAL,131293,2,8000,12.87,0.06,609,2,Yes,0
24,female,Associate,MORTGAGE,DEBTCONSOLIDATION,131226,1,15000,12.18,0.11,650,2,Yes,0
25,male,Associate,RENT,EDUCATION,40205,0,2000,14.35,0.05,573,2,No,1
26,female,High School,RENT,EDUCATION,47635,4,2000,12.98,0.04,545,4,Yes,0
25,male,Bachelor,MORTGAGE,PERSONAL,131773,1,10000,13.57,0.08,652,3,Yes,0
25,male,High School,MORTGAGE,VENTURE,131773,0,12000,7.51,0.09,593,4,Yes,0
25,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,131772,4,16000,6.03,0.12,679,2,Yes,0
24,male,Bachelor,RENT,HOMEIMPROVEMENT,41200,0,2000,13.8,0.05,528,2,No,1
24,female,Master,MORTGAGE,DEBTCONSOLIDATION,131737,4,8800,12.69,0.07,679,2,Yes,0
23,female,Master,MORTGAGE,EDUCATION,131826,0,7500,8.9,0.06,480,4,Yes,0
24,male,Associate,MORTGAGE,EDUCATION,131817,1,6000,11.99,0.05,576,4,Yes,0
26,male,Associate,MORTGAGE,PERSONAL,131545,2,15000,6.99,0.11,659,4,No,0
25,male,High School,MORTGAGE,VENTURE,131915,2,5000,8.49,0.04,595,3,Yes,0
26,female,Associate,MORTGAGE,DEBTCONSOLIDATION,131747,5,20000,6.54,0.15,541,3,Yes,0
26,female,Master,MORTGAGE,MEDICAL,131884,5,20000,10.75,0.15,639,4,No,0
25,male,Associate,MORTGAGE,DEBTCONSOLIDATION,132059,0,15000,10.25,0.11,551,3,Yes,0
24,male,High School,MORTGAGE,VENTURE,132198,2,15250,11.14,0.12,647,4,Yes,0
22,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,117469,0,14000,11.48,0.12,686,2,No,1
25,male,High School,MORTGAGE,EDUCATION,132324,2,14000,9.63,0.11,678,3,Yes,0
26,male,Associate,MORTGAGE,PERSONAL,132043,4,6000,7.68,0.05,645,3,Yes,0
26,female,Doctorate,MORTGAGE,PERSONAL,131897,0,2300,7.9,0.02,670,4,Yes,0
23,male,Bachelor,MORTGAGE,VENTURE,131737,1,10000,8.63,0.08,695,2,Yes,0
24,male,Associate,MORTGAGE,EDUCATION,132412,4,3500,10.75,0.03,661,3,Yes,0
26,male,Bachelor,MORTGAGE,VENTURE,132569,2,20000,17.56,0.15,630,2,No,0
26,female,Doctorate,MORTGAGE,VENTURE,132353,5,5000,10.95,0.04,671,3,No,0
24,male,High School,MORTGAGE,VENTURE,132689,2,20000,10.75,0.15,675,4,Yes,0
23,male,Bachelor,RENT,PERSONAL,49086,0,2000,11.01,0.04,641,2,No,0
25,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,133059,3,5500,6.62,0.04,594,2,Yes,0
23,male,Bachelor,RENT,PERSONAL,49128,2,2000,11.71,0.04,658,2,Yes,0
25,female,Bachelor,RENT,PERSONAL,41542,0,15000,11.11,0.36,564,4,No,1
26,female,Associate,MORTGAGE,MEDICAL,133417,4,5000,12.69,0.04,687,2,No,0
21,female,High School,RENT,MEDICAL,41547,0,15000,11.71,0.36,576,2,No,1
22,male,Bachelor,RENT,VENTURE,41670,3,15000,14.96,0.36,585,4,No,1
22,male,Master,RENT,EDUCATION,50139,0,2000,6.62,0.04,687,3,Yes,0
25,male,High School,MORTGAGE,VENTURE,132915,1,1200,13.49,0.01,472,4,Yes,0
22,male,High School,RENT,DEBTCONSOLIDATION,42522,0,2000,16.89,0.05,679,4,No,1
25,female,High School,MORTGAGE,EDUCATION,133297,3,8000,11.01,0.06,590,3,Yes,0
25,female,Bachelor,RENT,MEDICAL,51354,1,2000,9.25,0.04,634,3,Yes,0
25,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,132690,1,10000,12.69,0.08,688,3,Yes,0
26,female,Associate,OWN,EDUCATION,35835,3,9000,11.01,0.25,629,4,Yes,0
25,male,Master,OWN,PERSONAL,132830,3,28000,9.91,0.21,592,2,Yes,0
24,female,Master,MORTGAGE,PERSONAL,133025,3,27300,7.51,0.21,637,3,No,0
22,female,Bachelor,RENT,EDUCATION,51466,2,2000,10.36,0.04,668,4,Yes,0
23,female,Bachelor,OWN,VENTURE,35390,0,2000,10.37,0.06,658,3,Yes,0
25,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,132905,3,8400,12.69,0.06,682,4,Yes,0
23,male,Bachelor,MORTGAGE,EDUCATION,133311,1,25000,9.91,0.19,656,3,No,0
24,female,High School,MORTGAGE,EDUCATION,133068,3,5000,6.03,0.04,644,4,No,0
22,male,Master,MORTGAGE,PERSONAL,132630,0,2800,8.49,0.02,643,4,Yes,0
23,female,Associate,MORTGAGE,VENTURE,133476,5,2500,6.99,0.02,628,2,Yes,0
24,female,Associate,MORTGAGE,EDUCATION,132952,3,9000,11.01,0.07,552,3,Yes,0
22,female,Associate,MORTGAGE,DEBTCONSOLIDATION,132678,1,28000,7.49,0.21,538,4,Yes,0
23,male,Associate,RENT,MEDICAL,52555,0,2000,5.42,0.04,630,3,Yes,0
24,male,High School,MORTGAGE,MEDICAL,132932,3,10800,6.99,0.08,633,4,Yes,0
23,male,Associate,MORTGAGE,VENTURE,132859,4,7000,10.59,0.05,657,2,Yes,0
23,female,Master,RENT,VENTURE,52726,0,2000,13.61,0.04,678,2,Yes,0
25,male,High School,OWN,VENTURE,133052,2,8000,11.01,0.06,595,3,Yes,0
24,female,Bachelor,RENT,VENTURE,45751,0,2000,11.01,0.04,610,2,No,1
24,female,High School,MORTGAGE,PERSONAL,132898,1,10000,15.62,0.08,675,4,No,0
26,female,Bachelor,RENT,MEDICAL,46220,4,2000,14.96,0.04,661,3,No,1
21,male,Bachelor,MORTGAGE,VENTURE,133205,0,14000,9.99,0.11,654,2,No,0
26,male,Bachelor,MORTGAGE,MEDICAL,101033,2,28000,15.62,0.28,648,2,No,1
25,male,Bachelor,RENT,VENTURE,53992,4,2000,7.66,0.04,649,3,Yes,0
26,female,High School,MORTGAGE,HOMEIMPROVEMENT,132854,5,23750,12.99,0.18,642,4,Yes,0
24,female,Master,MORTGAGE,DEBTCONSOLIDATION,118513,3,16000,14.79,0.14,633,2,No,1
21,male,Master,RENT,EDUCATION,53908,0,2000,13.85,0.04,640,4,Yes,0
23,male,Associate,RENT,DEBTCONSOLIDATION,55265,1,2000,13.49,0.04,629,2,No,0
24,male,Master,RENT,PERSONAL,54950,5,2000,13.99,0.04,673,2,Yes,0
25,female,Master,RENT,HOMEIMPROVEMENT,47944,0,2000,7.66,0.04,670,4,No,1
26,male,Master,MORTGAGE,VENTURE,133126,2,5000,9.63,0.04,617,2,Yes,0
26,female,Master,RENT,PERSONAL,55046,6,2000,11.49,0.04,671,2,Yes,0
23,male,Master,RENT,EDUCATION,55040,0,2000,11.01,0.04,698,3,No,0
26,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,132918,2,4000,6.92,0.03,632,2,Yes,0
24,female,High School,MORTGAGE,EDUCATION,133333,2,13200,15.28,0.1,571,3,Yes,0
22,female,High School,MORTGAGE,VENTURE,132869,0,9000,11.11,0.07,640,4,Yes,0
25,male,Bachelor,MORTGAGE,EDUCATION,133305,1,10800,6.92,0.08,548,3,Yes,0
25,female,High School,MORTGAGE,EDUCATION,132885,0,6500,10.37,0.05,609,3,Yes,0
23,male,Master,MORTGAGE,PERSONAL,132683,2,18000,10.37,0.14,578,3,No,0
24,female,Master,RENT,VENTURE,55120,1,2000,7.51,0.04,717,4,Yes,0
26,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,133082,8,12000,10.74,0.09,657,4,Yes,0
26,female,Bachelor,MORTGAGE,PERSONAL,133285,6,15000,11.11,0.11,642,3,No,0
22,male,Associate,RENT,DEBTCONSOLIDATION,47572,0,2000,14.84,0.04,602,2,No,1
23,female,Associate,OWN,MEDICAL,35364,0,12250,7.51,0.35,639,4,Yes,0
23,male,Associate,RENT,VENTURE,55020,0,2000,7.05,0.04,609,3,Yes,0
25,male,Associate,RENT,MEDICAL,55716,5,2000,13.49,0.04,673,3,Yes,0
23,female,Bachelor,MORTGAGE,VENTURE,133117,2,7800,11.01,0.06,559,4,Yes,0
22,female,Master,MORTGAGE,PERSONAL,133026,0,8000,12.98,0.06,633,4,No,0
25,male,High School,MORTGAGE,DEBTCONSOLIDATION,133100,1,18000,11.01,0.14,577,2,Yes,0
22,male,Associate,MORTGAGE,VENTURE,132690,2,6000,9.99,0.05,587,3,Yes,0
26,male,Master,RENT,VENTURE,55979,7,2000,11.01,0.04,509,3,Yes,0
23,male,High School,MORTGAGE,VENTURE,133059,0,7500,13.72,0.06,627,4,No,0
26,female,Bachelor,MORTGAGE,VENTURE,133154,4,15600,6.17,0.12,681,4,Yes,0
24,male,High School,RENT,MEDICAL,55952,0,2000,12.98,0.04,584,2,Yes,0
26,female,High School,MORTGAGE,PERSONAL,132929,3,20000,13.72,0.15,616,3,Yes,0
22,female,High School,RENT,EDUCATION,56368,0,2000,11.36,0.04,669,4,Yes,0
25,male,Bachelor,OWN,VENTURE,35332,1,6000,11.01,0.17,629,3,Yes,0
26,female,Associate,OWN,EDUCATION,133112,1,17000,8.88,0.13,599,4,No,0
24,male,Bachelor,MORTGAGE,PERSONAL,132718,0,7500,6.17,0.06,677,2,No,0
23,male,Associate,MORTGAGE,VENTURE,133303,1,5000,6.91,0.04,648,2,Yes,0
21,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,132786,1,10000,6.54,0.08,515,2,Yes,0
24,female,Master,MORTGAGE,PERSONAL,132677,1,5600,12.98,0.04,684,4,Yes,0
24,female,High School,OWN,HOMEIMPROVEMENT,132836,0,10000,13.35,0.08,618,2,Yes,0
24,male,Associate,RENT,PERSONAL,51573,3,2000,12.69,0.04,611,4,No,1
26,female,Bachelor,MORTGAGE,VENTURE,133084,6,8000,14.35,0.06,663,2,Yes,0
25,male,Associate,MORTGAGE,HOMEIMPROVEMENT,133157,3,15000,7.88,0.11,661,2,Yes,0
26,male,Associate,MORTGAGE,VENTURE,132876,3,4500,14.84,0.03,493,4,Yes,0
22,male,Master,MORTGAGE,EDUCATION,133075,0,12000,7.14,0.09,639,2,No,0
25,female,Bachelor,MORTGAGE,EDUCATION,133159,3,5000,7.14,0.04,701,4,No,0
24,female,High School,RENT,HOMEIMPROVEMENT,51688,0,2000,15.62,0.04,606,2,No,1
25,female,Associate,MORTGAGE,HOMEIMPROVEMENT,118468,5,25000,16.45,0.21,660,4,No,1
25,male,Bachelor,RENT,DEBTCONSOLIDATION,58572,3,2000,10.74,0.03,518,2,Yes,0
25,male,Associate,MORTGAGE,PERSONAL,132964,0,20000,7.88,0.15,611,2,Yes,0
21,male,High School,MORTGAGE,VENTURE,133197,0,20000,11.01,0.15,677,4,Yes,0
22,male,High School,MORTGAGE,VENTURE,133382,0,14400,14.35,0.11,593,3,No,0
24,female,High School,MORTGAGE,EDUCATION,133099,5,8000,6.76,0.06,585,4,Yes,0
25,male,High School,MORTGAGE,EDUCATION,133193,2,8000,7.14,0.06,680,4,No,0
25,female,High School,MORTGAGE,PERSONAL,133048,3,25000,11.49,0.19,652,4,Yes,0
22,female,Bachelor,RENT,VENTURE,58620,0,2000,6.76,0.03,632,2,Yes,0
24,male,Associate,MORTGAGE,VENTURE,132982,0,15000,10.25,0.11,562,4,Yes,0
25,male,Bachelor,RENT,MEDICAL,59695,4,2000,11.99,0.03,593,2,Yes,0
22,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,133070,1,8000,13.85,0.06,657,2,Yes,0
25,female,Associate,MORTGAGE,VENTURE,132728,1,7000,9.88,0.05,574,2,Yes,0
24,female,Bachelor,OWN,VENTURE,132973,1,16000,12.73,0.12,667,4,Yes,0
22,female,Associate,MORTGAGE,PERSONAL,118447,0,25000,10.25,0.21,638,3,No,1
24,female,Bachelor,RENT,HOMEIMPROVEMENT,61001,2,2000,11.01,0.03,677,2,No,0
24,male,High School,MORTGAGE,EDUCATION,133125,1,6000,8.59,0.05,616,3,Yes,0
